Experiment,TrialNum,TrialType,Kind,Object,Group,subjID,color1,color2,color3
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_13,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_13,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_13,red,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_13,white,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_13,white,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_13,white,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_13,red,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_13,white,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_13,white,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_13,white,,
2,1,Color,Natural,strawberry,CB,NFB_CB_11,red,,
2,2,Color,Natural,banana,CB,NFB_CB_11,white,,
2,3,Color,Natural,broccoli,CB,NFB_CB_11,orange,,
2,4,Color,Natural,lemon,CB,NFB_CB_11,red,,
2,5,Color,Natural,coal,CB,NFB_CB_11,white,,
2,6,Color,Natural,snow,CB,NFB_CB_11,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_11,red,,
2,8,Color,Natural,elephant,CB,NFB_CB_11,red,,
2,9,Color,Natural,ruby,CB,NFB_CB_11,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_11,black,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_11,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_11,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_11,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_11,blue,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_11,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_11,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_11,pink,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_11,black,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_11,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_11,blue,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_11,brown,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_11,pink,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_11,black,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_11,black,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_11,blue,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_11,pink,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_11,black,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_11,black,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_11,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_11,black,,
3,31,Color,Natural,apple,CB,NFB_CB_11,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_11,red,,
3,33,Color,Natural,carrot,CB,NFB_CB_11,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_11,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_11,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_11,red,,
3,37,Color,Natural,polar bear,CB,NFB_CB_11,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_11,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_11,gold,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_11,black,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_11,black,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_11,black,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_11,black,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_11,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_11,yellow,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_11,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_11,black,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_11,white,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_11,silver,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_11,pink,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_11,black,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_11,black,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_11,black,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_11,white,,
2,1,Color,Natural,strawberry,CB,NFB_CB_10,red,,
2,2,Color,Natural,banana,CB,NFB_CB_10,yellow,,
2,3,Color,Natural,broccoli,CB,NFB_CB_10,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_10,yellow,,
2,5,Color,Natural,coal,CB,NFB_CB_10,black,,
2,6,Color,Natural,snow,CB,NFB_CB_10,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_10,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_10,brown,,
2,9,Color,Natural,ruby,CB,NFB_CB_10,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_10,white,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_10,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_10,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_10,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_10,black,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_10,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_10,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_10,yellow,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_10,black,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_10,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_10,orange,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_10,blue,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_10,red,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_10,blue,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_10,blue,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_10,blue,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_10,blue,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_10,black,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_10,green,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_10,green,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_10,brown,,
3,31,Color,Natural,apple,CB,NFB_CB_10,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_10,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_10,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_10,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_10,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_10,pink,,
3,37,Color,Natural,polar bear,CB,NFB_CB_10,black,,
3,38,Color,Natural,spinach,CB,NFB_CB_10,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_10,silver,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_10,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_10,blue,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_10,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_10,orange,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_10,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_10,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_10,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_10,black,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_10,white,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_10,grey,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_10,grey,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_10,black,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_10,white,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_10,brown,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_10,white,,
2,1,Color,Natural,strawberry,CB,NFB_CB_24,red,,
2,2,Color,Natural,banana,CB,NFB_CB_24,yellow,,
2,3,Color,Natural,broccoli,CB,NFB_CB_24,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_24,yellow,,
2,5,Color,Natural,coal,CB,NFB_CB_24,black,,
2,6,Color,Natural,snow,CB,NFB_CB_24,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_24,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_24,grey,,
2,9,Color,Natural,ruby,CB,NFB_CB_24,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_24,white,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_24,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_24,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_24,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_24,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_24,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_24,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_24,yellow,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_24,white,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_24,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_24,red,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_24,blue,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_24,white,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_24,white,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_24,black,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_24,blue,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_24,red,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_24,black,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_24,tan,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_24,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_24,white,,
3,31,Color,Natural,apple,CB,NFB_CB_24,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_24,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_24,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_24,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_24,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_24,brown,,
3,37,Color,Natural,polar bear,CB,NFB_CB_24,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_24,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_24,silver,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_24,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_24,neutral,camo,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_24,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_24,white,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_24,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_24,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_24,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_24,black,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_24,clear,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_24,silver,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_24,black,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_24,black,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_24,cream,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_24,brown,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_24,white,,
2,1,Color,Natural,strawberry,CB,NFB_CB_08,red,,
2,2,Color,Natural,banana,CB,NFB_CB_08,black,,
2,3,Color,Natural,broccoli,CB,NFB_CB_08,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_08,yellow,,
2,5,Color,Natural,coal,CB,NFB_CB_08,black,,
2,6,Color,Natural,snow,CB,NFB_CB_08,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_08,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_08,grey,,
2,9,Color,Natural,ruby,CB,NFB_CB_08,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_08,red,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_08,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_08,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_08,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_08,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_08,red,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_08,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_08,white,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_08,white,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_08,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_08,red,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_08,black,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_08,white,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_08,white,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_08,tan,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_08,blue,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_08,yellow,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_08,tan,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_08,tan,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_08,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_08,white,,
3,31,Color,Natural,apple,CB,NFB_CB_08,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_08,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_08,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_08,blue,,
3,35,Color,Natural,fire,CB,NFB_CB_08,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_08,orange,,
3,37,Color,Natural,polar bear,CB,NFB_CB_08,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_08,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_08,green,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_08,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_08,blue,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_08,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_08,blue,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_08,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_08,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_08,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_08,red,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_08,white,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_08,white,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_08,white,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_08,blue,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_08,white,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_08,white,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_08,white,,
2,1,Color,Natural,strawberry,CB,NFB_CB_04,red,,
2,2,Color,Natural,banana,CB,NFB_CB_04,green,,
2,3,Color,Natural,broccoli,CB,NFB_CB_04,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_04,pink,,
2,5,Color,Natural,coal,CB,NFB_CB_04,black,,
2,6,Color,Natural,snow,CB,NFB_CB_04,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_04,IDK,,
2,8,Color,Natural,elephant,CB,NFB_CB_04,IDK,,
2,9,Color,Natural,ruby,CB,NFB_CB_04,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_04,green,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_04,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_04,blue,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_04,red,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_04,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_04,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_04,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_04,red,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_04,green,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_04,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_04,red,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_04,blue,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_04,blue,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_04,blue,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_04,black,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_04,pink,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_04,purple,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_04,black,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_04,burgundy,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_04,blue,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_04,red,,
3,31,Color,Natural,apple,CB,NFB_CB_04,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_04,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_04,green,,
3,34,Color,Natural,corn,CB,NFB_CB_04,green,,
3,35,Color,Natural,fire,CB,NFB_CB_04,black,,
3,36,Color,Natural,kiwi,CB,NFB_CB_04,pink,,
3,37,Color,Natural,polar bear,CB,NFB_CB_04,blue,,
3,38,Color,Natural,spinach,CB,NFB_CB_04,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_04,gold,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_04,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_04,blue,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_04,red,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_04,blue,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_04,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_04,green,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_04,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_04,red,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_04,red,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_04,silver,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_04,blue,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_04,red,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_04,pink,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_04,red,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_04,blue,,
2,1,Color,Natural,strawberry,S,NFB_S_26,red,,
2,2,Color,Natural,banana,S,NFB_S_26,yellow,,
2,3,Color,Natural,broccoli,S,NFB_S_26,green,,
2,4,Color,Natural,lemon,S,NFB_S_26,yellow,,
2,5,Color,Natural,coal,S,NFB_S_26,black,,
2,6,Color,Natural,snow,S,NFB_S_26,white,,
2,7,Color,Natural,flamingo,S,NFB_S_26,pink,,
2,8,Color,Natural,elephant,S,NFB_S_26,grey,,
2,9,Color,Natural,ruby,S,NFB_S_26,red,,
2,10,Color,Natural,pearl,S,NFB_S_26,white,,
2,11,Color,ArtifactFC,go traffic,S,NFB_S_26,green,,
2,12,Color,ArtifactFC,fire truck,S,NFB_S_26,red,,
2,13,Color,ArtifactFC,basketball,S,NFB_S_26,brown,,
2,14,Color,ArtifactFC,taxi cab,S,NFB_S_26,yellow,,
2,15,Color,ArtifactFC,police uniform,S,NFB_S_26,blue,,
2,16,Color,ArtifactFC,dollar bill,S,NFB_S_26,green,,
2,17,Color,ArtifactFC,tennis ball,S,NFB_S_26,lime,,
2,18,Color,ArtifactFC,chalkboard,S,NFB_S_26,black,,
2,19,Color,ArtifactNFC,toilet,S,NFB_S_26,white,,
2,20,Color,ArtifactFC,street sign,S,NFB_S_26,red,,
2,21,Color,ArtifactNFC,pants,S,NFB_S_26,blue,,
2,22,Color,ArtifactNFC,mug,S,NFB_S_26,white,,
2,23,Color,ArtifactNFC,book,S,NFB_S_26,red,,
2,24,Color,ArtifactNFC,purse,S,NFB_S_26,brown,,
2,25,Color,ArtifactFC,crayon,S,NFB_S_26,red,,
2,26,Color,ArtifactNFC,lunch box,S,NFB_S_26,blue,,
2,27,Color,ArtifactNFC,suitcase,S,NFB_S_26,black,,
2,28,Color,ArtifactNFC,couch,S,NFB_S_26,yellow,,
2,29,Color,ArtifactNFC,shoes,S,NFB_S_26,black,,
2,30,Color,ArtifactNFC,vacuum,S,NFB_S_26,black,,
3,31,Color,Natural,apple,S,NFB_S_26,red,,
3,32,Color,Natural,blueberry,S,NFB_S_26,blue,,
3,33,Color,Natural,carrot,S,NFB_S_26,orange,,
3,34,Color,Natural,corn,S,NFB_S_26,yellow,,
3,35,Color,Natural,fire,S,NFB_S_26,red,,
3,36,Color,Natural,kiwi,S,NFB_S_26,green,,
3,37,Color,Natural,polar bear,S,NFB_S_26,white,,
3,38,Color,Natural,spinach,S,NFB_S_26,green,,
3,39,Color,ArtifactFC,coin,S,NFB_S_26,silver,,
3,40,Color,ArtifactFC,lab coat,S,NFB_S_26,white,,
3,41,Color,ArtifactFC,military uniform,S,NFB_S_26,green,,
3,42,Color,ArtifactFC,paper,S,NFB_S_26,white,,
3,43,Color,ArtifactFC,recycling bin,S,NFB_S_26,blue,,
3,44,Color,ArtifactFC,school bus,S,NFB_S_26,yellow,,
3,45,Color,ArtifactFC,stop sign,S,NFB_S_26,red,,
3,46,Color,ArtifactFC,wedding dress,S,NFB_S_26,white,,
3,47,Color,ArtifactNFC,car,S,NFB_S_26,black,,
3,48,Color,ArtifactNFC,cup,S,NFB_S_26,white,,
3,49,Color,ArtifactNFC,fork,S,NFB_S_26,silver,,
3,50,Color,ArtifactNFC,laptop,S,NFB_S_26,white,,
3,51,Color,ArtifactFC,pen,S,NFB_S_26,black,,
3,52,Color,ArtifactNFC,soap,S,NFB_S_26,white,,
3,53,Color,ArtifactNFC,table,S,NFB_S_26,brown,,
3,54,Color,ArtifactNFC,towel,S,NFB_S_26,white,,
2,1,Color,Natural,strawberry,S,NFB_S_12,red,,
2,2,Color,Natural,banana,S,NFB_S_12,yellow,,
2,3,Color,Natural,broccoli,S,NFB_S_12,green,,
2,4,Color,Natural,lemon,S,NFB_S_12,yellow,,
2,5,Color,Natural,coal,S,NFB_S_12,black,,
2,6,Color,Natural,snow,S,NFB_S_12,white,,
2,7,Color,Natural,flamingo,S,NFB_S_12,pink,,
2,8,Color,Natural,elephant,S,NFB_S_12,grey,,
2,9,Color,Natural,ruby,S,NFB_S_12,red,,
2,10,Color,Natural,pearl,S,NFB_S_12,white,,
2,11,Color,ArtifactFC,go traffic,S,NFB_S_12,green,,
2,12,Color,ArtifactFC,fire truck,S,NFB_S_12,red,,
2,13,Color,ArtifactFC,basketball,S,NFB_S_12,orange,,
2,14,Color,ArtifactFC,taxi cab,S,NFB_S_12,yellow,,
2,15,Color,ArtifactFC,police uniform,S,NFB_S_12,black,,
2,16,Color,ArtifactFC,dollar bill,S,NFB_S_12,green,,
2,17,Color,ArtifactFC,tennis ball,S,NFB_S_12,yellow,,
2,18,Color,ArtifactFC,chalkboard,S,NFB_S_12,black,,
2,19,Color,ArtifactNFC,toilet,S,NFB_S_12,white,,
2,20,Color,ArtifactFC,street sign,S,NFB_S_12,green,,
2,21,Color,ArtifactNFC,pants,S,NFB_S_12,blue,,
2,22,Color,ArtifactNFC,mug,S,NFB_S_12,white,,
2,23,Color,ArtifactNFC,book,S,NFB_S_12,brown,,
2,24,Color,ArtifactNFC,purse,S,NFB_S_12,brown,,
2,25,Color,ArtifactFC,crayon,S,NFB_S_12,red,,
2,26,Color,ArtifactNFC,lunch box,S,NFB_S_12,blue,,
2,27,Color,ArtifactNFC,suitcase,S,NFB_S_12,black,,
2,28,Color,ArtifactNFC,couch,S,NFB_S_12,beige,,
2,29,Color,ArtifactNFC,shoes,S,NFB_S_12,brown,,
2,30,Color,ArtifactNFC,vacuum,S,NFB_S_12,grey,,
3,31,Color,Natural,apple,S,NFB_S_12,red,,
3,32,Color,Natural,blueberry,S,NFB_S_12,blue,,
3,33,Color,Natural,carrot,S,NFB_S_12,orange,,
3,34,Color,Natural,corn,S,NFB_S_12,yellow,,
3,35,Color,Natural,fire,S,NFB_S_12,orange,,
3,36,Color,Natural,kiwi,S,NFB_S_12,green,,
3,37,Color,Natural,polar bear,S,NFB_S_12,white,,
3,38,Color,Natural,spinach,S,NFB_S_12,green,,
3,39,Color,ArtifactFC,coin,S,NFB_S_12,silver,,
3,40,Color,ArtifactFC,lab coat,S,NFB_S_12,white,,
3,41,Color,ArtifactFC,military uniform,S,NFB_S_12,camo,green,
3,42,Color,ArtifactFC,paper,S,NFB_S_12,white,,
3,43,Color,ArtifactFC,recycling bin,S,NFB_S_12,blue,,
3,44,Color,ArtifactFC,school bus,S,NFB_S_12,yellow,,
3,45,Color,ArtifactFC,stop sign,S,NFB_S_12,red,,
3,46,Color,ArtifactFC,wedding dress,S,NFB_S_12,white,,
3,47,Color,ArtifactNFC,car,S,NFB_S_12,silver,,
3,48,Color,ArtifactNFC,cup,S,NFB_S_12,white,,
3,49,Color,ArtifactNFC,fork,S,NFB_S_12,silver,,
3,50,Color,ArtifactNFC,laptop,S,NFB_S_12,silver,,
3,51,Color,ArtifactFC,pen,S,NFB_S_12,black,,
3,52,Color,ArtifactNFC,soap,S,NFB_S_12,white,,
3,53,Color,ArtifactNFC,table,S,NFB_S_12,brown,,
3,54,Color,ArtifactNFC,towel,S,NFB_S_12,blue,,
2,1,Color,Natural,strawberry,S,NFB_S_14,red,,
2,2,Color,Natural,banana,S,NFB_S_14,yellow,,
2,3,Color,Natural,broccoli,S,NFB_S_14,green,,
2,4,Color,Natural,lemon,S,NFB_S_14,yellow,,
2,5,Color,Natural,coal,S,NFB_S_14,black,,
2,6,Color,Natural,snow,S,NFB_S_14,white,,
2,7,Color,Natural,flamingo,S,NFB_S_14,pink,,
2,8,Color,Natural,elephant,S,NFB_S_14,grey,,
2,9,Color,Natural,ruby,S,NFB_S_14,red,,
2,10,Color,Natural,pearl,S,NFB_S_14,white,,
2,11,Color,ArtifactFC,go traffic,S,NFB_S_14,green,,
2,12,Color,ArtifactFC,fire truck,S,NFB_S_14,red,,
2,13,Color,ArtifactFC,basketball,S,NFB_S_14,orange,,
2,14,Color,ArtifactFC,taxi cab,S,NFB_S_14,yellow,,
2,15,Color,ArtifactFC,police uniform,S,NFB_S_14,blue,,
2,16,Color,ArtifactFC,dollar bill,S,NFB_S_14,green,,
2,17,Color,ArtifactFC,tennis ball,S,NFB_S_14,yellow,,
2,18,Color,ArtifactFC,chalkboard,S,NFB_S_14,green,,
2,19,Color,ArtifactNFC,toilet,S,NFB_S_14,white,,
2,20,Color,ArtifactFC,street sign,S,NFB_S_14,red,,
2,21,Color,ArtifactNFC,pants,S,NFB_S_14,black,,
2,22,Color,ArtifactNFC,mug,S,NFB_S_14,white,,
2,23,Color,ArtifactNFC,book,S,NFB_S_14,black,,
